x,y,T
0,0,80
0,0.01,20
0,0.02,20
0,0.03,20
0,0.04,20
0,0.05,20
0,0.06,20
0,0.07,20
0,0.08,20
0,0.09,20
0,0.1,20
0,0.11,20
0,0.12,20
0,0.13,20
0,0.14,20
0,0.15,20
0,0.16,20
0,0.17,20
0,0.18,20
0,0.19,20
0,0.2,20
0,0.21,20
0,0.22,20
0,0.23,20
0,0.24,20
0,0.25,20
0,0.26,20
0,0.27,20
0,0.28,20
0,0.29,20
0,0.3,20
0,0.31,20
0,0.32,20
0,0.33,20
0,0.34,20
0,0.35,20
0,0.36,20
0,0.37,20
0,0.38,20
0,0.39,20
0,0.4,20
0,0.41,20
0,0.42,20
0,0.43,20
0,0.44,20
0,0.45,20
0,0.46,20
0,0.47,20
0,0.48,20
0,0.49,20
0,0.5,20
0,0.51,20
0,0.52,20
0,0.53,20
0,0.54,20
0,0.55,20
0,0.56,20
0,0.57,20
0,0.58,20
0,0.59,20
0,0.6,20
0,0.61,20
0,0.62,20
0,0.63,20
0,0.64,20
0,0.65,20
0,0.66,20
0,0.67,20
0,0.68,20
0,0.69,20
0,0.7,20
0,0.71,20
0,0.72,20
0,0.73,20
0,0.74,20
0,0.75,20
0,0.76,20
0,0.77,20
0,0.78,20
0,0.79,20
0,0.8,20
0,0.81,20
0,0.82,20
0,0.83,20
0,0.84,20
0,0.85,20
0,0.86,20
0,0.87,20
0,0.88,20
0,0.89,20
0,0.9,20
0,0.91,20
0,0.92,20
0,0.93,20
0,0.94,20
0,0.95,20
0,0.96,20
0,0.97,20
0,0.98,20
0,0.99,20
0.01,0,80
0.01,0.01,48.2692
0.01,0.02,35.9999
0.01,0.03,30.3349
0.01,0.04,27.2839
0.01,0.05,25.4332
0.01,0.06,24.209
0.01,0.07,23.3471
0.01,0.08,22.7119
0.01,0.09,22.2275
0.01,0.1,21.8482
0.01,0.11,21.5452
0.01,0.12,21.2992
0.01,0.13,21.0968
0.01,0.14,20.9287
0.01,0.15,20.7878
0.01,0.16,20.6691
0.01,0.17,20.5685
0.01,0.18,20.483
0.01,0.19,20.4101
0.01,0.2,20.3479
0.01,0.21,20.2946
0.01,0.22,20.2492
0.01,0.23,20.2103
0.01,0.24,20.1771
0.01,0.25,20.1487
0.01,0.26,20.1246
0.01,0.27,20.1041
0.01,0.28,20.0867
0.01,0.29,20.072
0.01,0.3,20.0596
0.01,0.31,20.0492
0.01,0.32,20.0404
0.01,0.33,20.0331
0.01,0.34,20.027
0.01,0.35,20.022
0.01,0.36,20.0178
0.01,0.37,20.0144
0.01,0.38,20.0115
0.01,0.39,20.0092
0.01,0.4,20.0074
0.01,0.41,20.0059
0.01,0.42,20.0046
0.01,0.43,20.0036
0.01,0.44,20.0029
0.01,0.45,20.0022
0.01,0.46,20.0017
0.01,0.47,20.0013
0.01,0.48,20.001
0.01,0.49,20.0008
0.01,0.5,20.0006
0.01,0.51,20.0005
0.01,0.52,20.0004
0.01,0.53,20.0003
0.01,0.54,20.0002
0.01,0.55,20.0001
0.01,0.56,20.0001
0.01,0.57,20.0001
0.01,0.58,20.0001
0.01,0.59,20
0.01,0.6,20
0.01,0.61,20
0.01,0.62,20
0.01,0.63,20
0.01,0.64,20
0.01,0.65,20
0.01,0.66,20
0.01,0.67,20
0.01,0.68,20
0.01,0.69,20
0.01,0.7,20
0.01,0.71,20
0.01,0.72,20
0.01,0.73,20
0.01,0.74,20
0.01,0.75,20
0.01,0.76,20
0.01,0.77,20
0.01,0.78,20
0.01,0.79,20
0.01,0.8,20
0.01,0.81,20
0.01,0.82,20
0.01,0.83,20
0.01,0.84,20
0.01,0.85,20
0.01,0.86,20
0.01,0.87,20
0.01,0.88,20
0.01,0.89,20
0.01,0.9,20
0.01,0.91,20
0.01,0.92,20
0.01,0.93,20
0.01,0.94,20
0.01,0.95,20
0.01,0.96,20
0.01,0.97,20
0.01,0.98,20
0.01,0.99,20
0.02,0,80
0.02,0.01,59.9043
0.02,0.02,46.9963
0.02,0.03,39.0905
0.02,0.04,34.0973
0.02,0.05,30.7849
0.02,0.06,28.4786
0.02,0.07,26.8044
0.02,0.08,25.5466
0.02,0.09,24.5751
0.02,0.1,23.8079
0.02,0.11,23.1909
0.02,0.12,22.6876
0.02,0.13,22.2721
0.02,0.14,21.926
0.02,0.15,21.6353
0.02,0.16,21.3899
0.02,0.17,21.1817
0.02,0.18,21.0045
0.02,0.19,20.8533
0.02,0.2,20.7241
0.02,0.21,20.6135
0.02,0.22,20.519
0.02,0.23,20.4381
0.02,0.24,20.369
0.02,0.25,20.31
0.02,0.26,20.2598
0.02,0.27,20.2171
0.02,0.28,20.1808
0.02,0.29,20.1502
0.02,0.3,20.1243
0.02,0.31,20.1026
0.02,0.32,20.0843
0.02,0.33,20.0691
0.02,0.34,20.0564
0.02,0.35,20.0459
0.02,0.36,20.0371
0.02,0.37,20.03
0.02,0.38,20.0241
0.02,0.39,20.0193
0.02,0.4,20.0154
0.02,0.41,20.0122
0.02,0.42,20.0097
0.02,0.43,20.0076
0.02,0.44,20.006
0.02,0.45,20.0047
0.02,0.46,20.0036
0.02,0.47,20.0028
0.02,0.48,20.0022
0.02,0.49,20.0017
0.02,0.5,20.0013
0.02,0.51,20.001
0.02,0.52,20.0007
0.02,0.53,20.0006
0.02,0.54,20.0004
0.02,0.55,20.0003
0.02,0.56,20.0002
0.02,0.57,20.0002
0.02,0.58,20.0001
0.02,0.59,20.0001
0.02,0.6,20.0001
0.02,0.61,20
0.02,0.62,20
0.02,0.63,20
0.02,0.64,20
0.02,0.65,20
0.02,0.66,20
0.02,0.67,20
0.02,0.68,20
0.02,0.69,20
0.02,0.7,20
0.02,0.71,20
0.02,0.72,20
0.02,0.73,20
0.02,0.74,20
0.02,0.75,20
0.02,0.76,20
0.02,0.77,20
0.02,0.78,20
0.02,0.79,20
0.02,0.8,20
0.02,0.81,20
0.02,0.82,20
0.02,0.83,20
0.02,0.84,20
0.02,0.85,20
0.02,0.86,20
0.02,0.87,20
0.02,0.88,20
0.02,0.89,20
0.02,0.9,20
0.02,0.91,20
0.02,0.92,20
0.02,0.93,20
0.02,0.94,20
0.02,0.95,20
0.02,0.96,20
0.02,0.97,20
0.02,0.98,20
0.02,0.99,20
0.03,0,80
0.03,0.01,65.5158
0.03,0.02,54.0917
0.03,0.03,45.8111
0.03,0.04,39.914
0.03,0.05,35.6691
0.03,0.06,32.5471
0.03,0.07,30.1955
0.03,0.08,28.3835
0.03,0.09,26.9588
0.03,0.1,25.8189
0.03,0.11,24.8936
0.03,0.12,24.1332
0.03,0.13,23.502
0.03,0.14,22.9738
0.03,0.15,22.5288
0.03,0.16,22.1519
0.03,0.17,21.8314
0.03,0.18,21.5581
0.03,0.19,21.3246
0.03,0.2,21.1247
0.03,0.21,20.9535
0.03,0.22,20.8069
0.03,0.23,20.6814
0.03,0.24,20.5742
0.03,0.25,20.4826
0.03,0.26,20.4045
0.03,0.27,20.3381
0.03,0.28,20.2817
0.03,0.29,20.234
0.03,0.3,20.1937
0.03,0.31,20.1599
0.03,0.32,20.1315
0.03,0.33,20.1077
0.03,0.34,20.0879
0.03,0.35,20.0715
0.03,0.36,20.0579
0.03,0.37,20.0468
0.03,0.38,20.0376
0.03,0.39,20.0301
0.03,0.4,20.024
0.03,0.41,20.0191
0.03,0.42,20.0151
0.03,0.43,20.0119
0.03,0.44,20.0093
0.03,0.45,20.0073
0.03,0.46,20.0057
0.03,0.47,20.0044
0.03,0.48,20.0034
0.03,0.49,20.0026
0.03,0.5,20.002
0.03,0.51,20.0015
0.03,0.52,20.0011
0.03,0.53,20.0009
0.03,0.54,20.0006
0.03,0.55,20.0005
0.03,0.56,20.0004
0.03,0.57,20.0003
0.03,0.58,20.0002
0.03,0.59,20.0001
0.03,0.6,20.0001
0.03,0.61,20.0001
0.03,0.62,20.0001
0.03,0.63,20
0.03,0.64,20
0.03,0.65,20
0.03,0.66,20
0.03,0.67,20
0.03,0.68,20
0.03,0.69,20
0.03,0.7,20
0.03,0.71,20
0.03,0.72,20
0.03,0.73,20
0.03,0.74,20
0.03,0.75,20
0.03,0.76,20
0.03,0.77,20
0.03,0.78,20
0.03,0.79,20
0.03,0.8,20
0.03,0.81,20
0.03,0.82,20
0.03,0.83,20
0.03,0.84,20
0.03,0.85,20
0.03,0.86,20
0.03,0.87,20
0.03,0.88,20
0.03,0.89,20
0.03,0.9,20
0.03,0.91,20
0.03,0.92,20
0.03,0.93,20
0.03,0.94,20
0.03,0.95,20
0.03,0.96,20
0.03,0.97,20
0.03,0.98,20
0.03,0.99,20
0.04,0,80
0.04,0.01,68.6296
0.04,0.02,58.7553
0.04,0.03,50.8236
0.04,0.04,44.6648
0.04,0.05,39.9241
0.04,0.06,36.2585
0.04,0.07,33.3935
0.04,0.08,31.1248
0.04,0.09,29.3044
0.04,0.1,27.8256
0.04,0.11,26.611
0.04,0.12,25.6038
0.04,0.13,24.7618
0.04,0.14,24.0531
0.04,0.15,23.4533
0.04,0.16,22.9434
0.04,0.17,22.5086
0.04,0.18,22.1367
0.04,0.19,21.8182
0.04,0.2,21.5452
0.04,0.21,21.311
0.04,0.22,21.1101
0.04,0.23,20.9381
0.04,0.24,20.7908
0.04,0.25,20.6649
0.04,0.26,20.5576
0.04,0.27,20.4662
0.04,0.28,20.3886
0.04,0.29,20.3229
0.04,0.3,20.2674
0.04,0.31,20.2207
0.04,0.32,20.1815
0.04,0.33,20.1488
0.04,0.34,20.1215
0.04,0.35,20.0988
0.04,0.36,20.0801
0.04,0.37,20.0646
0.04,0.38,20.052
0.04,0.39,20.0416
0.04,0.4,20.0332
0.04,0.41,20.0264
0.04,0.42,20.0209
0.04,0.43,20.0164
0.04,0.44,20.0129
0.04,0.45,20.0101
0.04,0.46,20.0078
0.04,0.47,20.0061
0.04,0.48,20.0047
0.04,0.49,20.0036
0.04,0.5,20.0027
0.04,0.51,20.0021
0.04,0.52,20.0016
0.04,0.53,20.0012
0.04,0.54,20.0009
0.04,0.55,20.0007
0.04,0.56,20.0005
0.04,0.57,20.0004
0.04,0.58,20.0003
0.04,0.59,20.0002
0.04,0.6,20.0001
0.04,0.61,20.0001
0.04,0.62,20.0001
0.04,0.63,20.0001
0.04,0.64,20
0.04,0.65,20
0.04,0.66,20
0.04,0.67,20
0.04,0.68,20
0.04,0.69,20
0.04,0.7,20
0.04,0.71,20
0.04,0.72,20
0.04,0.73,20
0.04,0.74,20
0.04,0.75,20
0.04,0.76,20
0.04,0.77,20
0.04,0.78,20
0.04,0.79,20
0.04,0.8,20
0.04,0.81,20
0.04,0.82,20
0.04,0.83,20
0.04,0.84,20
0.04,0.85,20
0.04,0.86,20
0.04,0.87,20
0.04,0.88,20
0.04,0.89,20
0.04,0.9,20
0.04,0.91,20
0.04,0.92,20
0.04,0.93,20
0.04,0.94,20
0.04,0.95,20
0.04,0.96,20
0.04,0.97,20
0.04,0.98,20
0.04,0.99,20
0.05,0,80
0.05,0.01,70.5601
0.05,0.02,61.9461
0.05,0.03,54.5691
0.05,0.04,48.4786
0.05,0.05,43.5372
0.05,0.06,39.5493
0.05,0.07,36.3248
0.05,0.08,33.7028
0.05,0.09,31.5548
0.05,0.1,29.7814
0.05,0.11,28.3059
0.05,0.12,27.0699
0.05,0.13,26.028
0.05,0.14,25.1453
0.05,0.15,24.3941
0.05,0.16,23.7527
0.05,0.17,23.2036
0.05,0.18,22.7326
0.05,0.19,22.3282
0.05,0.2,21.9806
0.05,0.21,21.682
0.05,0.22,21.4255
0.05,0.23,21.2054
0.05,0.24,21.0168
0.05,0.25,20.8555
0.05,0.26,20.7177
0.05,0.27,20.6003
0.05,0.28,20.5006
0.05,0.29,20.4161
0.05,0.3,20.3447
0.05,0.31,20.2846
0.05,0.32,20.2341
0.05,0.33,20.1919
0.05,0.34,20.1567
0.05,0.35,20.1275
0.05,0.36,20.1034
0.05,0.37,20.0835
0.05,0.38,20.0671
0.05,0.39,20.0538
0.05,0.4,20.0429
0.05,0.41,20.0341
0.05,0.42,20.027
0.05,0.43,20.0212
0.05,0.44,20.0167
0.05,0.45,20.013
0.05,0.46,20.0101
0.05,0.47,20.0078
0.05,0.48,20.0061
0.05,0.49,20.0046
0.05,0.5,20.0036
0.05,0.51,20.0027
0.05,0.52,20.0021
0.05,0.53,20.0015
0.05,0.54,20.0012
0.05,0.55,20.0009
0.05,0.56,20.0006
0.05,0.57,20.0005
0.05,0.58,20.0004
0.05,0.59,20.0003
0.05,0.6,20.0002
0.05,0.61,20.0001
0.05,0.62,20.0001
0.05,0.63,20.0001
0.05,0.64,20.0001
0.05,0.65,20
0.05,0.66,20
0.05,0.67,20
0.05,0.68,20
0.05,0.69,20
0.05,0.7,20
0.05,0.71,20
0.05,0.72,20
0.05,0.73,20
0.05,0.74,20
0.05,0.75,20
0.05,0.76,20
0.05,0.77,20
0.05,0.78,20
0.05,0.79,20
0.05,0.8,20
0.05,0.81,20
0.05,0.82,20
0.05,0.83,20
0.05,0.84,20
0.05,0.85,20
0.05,0.86,20
0.05,0.87,20
0.05,0.88,20
0.05,0.89,20
0.05,0.9,20
0.05,0.91,20
0.05,0.92,20
0.05,0.93,20
0.05,0.94,20
0.05,0.95,20
0.05,0.96,20
0.05,0.97,20
0.05,0.98,20
0.05,0.99,20
0.06,0,80
0.06,0.01,71.8599
0.06,0.02,64.2229
0.06,0.03,57.4088
0.06,0.04,51.5327
0.06,0.05,46.568
0.06,0.06,42.4171
0.06,0.07,38.9597
0.06,0.08,36.0788
0.06,0.09,33.6712
0.06,0.1,31.6509
0.06,0.11,29.9478
0.06,0.12,28.5057
0.06,0.13,27.2794
0.06,0.14,26.2329
0.06,0.15,25.337
0.06,0.16,24.5682
0.06,0.17,23.9072
0.06,0.18,23.3383
0.06,0.19,22.8482
0.06,0.2,22.4261
0.06,0.21,22.0625
0.06,0.22,21.7497
0.06,0.23,21.4808
0.06,0.24,21.25
0.06,0.25,21.0524
0.06,0.26,20.8834
0.06,0.27,20.7393
0.06,0.28,20.6168
0.06,0.29,20.5129
0.06,0.3,20.4251
0.06,0.31,20.3511
0.06,0.32,20.2889
0.06,0.33,20.2369
0.06,0.34,20.1935
0.06,0.35,20.1575
0.06,0.36,20.1277
0.06,0.37,20.1031
0.06,0.38,20.0829
0.06,0.39,20.0664
0.06,0.4,20.053
0.06,0.41,20.0421
0.06,0.42,20.0333
0.06,0.43,20.0263
0.06,0.44,20.0206
0.06,0.45,20.0161
0.06,0.46,20.0125
0.06,0.47,20.0097
0.06,0.48,20.0075
0.06,0.49,20.0058
0.06,0.5,20.0044
0.06,0.51,20.0033
0.06,0.52,20.0025
0.06,0.53,20.0019
0.06,0.54,20.0014
0.06,0.55,20.0011
0.06,0.56,20.0008
0.06,0.57,20.0006
0.06,0.58,20.0004
0.06,0.59,20.0003
0.06,0.6,20.0002
0.06,0.61,20.0002
0.06,0.62,20.0001
0.06,0.63,20.0001
0.06,0.64,20.0001
0.06,0.65,20
0.06,0.66,20
0.06,0.67,20
0.06,0.68,20
0.06,0.69,20
0.06,0.7,20
0.06,0.71,20
0.06,0.72,20
0.06,0.73,20
0.06,0.74,20
0.06,0.75,20
0.06,0.76,20
0.06,0.77,20
0.06,0.78,20
0.06,0.79,20
0.06,0.8,20
0.06,0.81,20
0.06,0.82,20
0.06,0.83,20
0.06,0.84,20
0.06,0.85,20
0.06,0.86,20
0.06,0.87,20
0.06,0.88,20
0.06,0.89,20
0.06,0.9,20
0.06,0.91,20
0.06,0.92,20
0.06,0.93,20
0.06,0.94,20
0.06,0.95,20
0.06,0.96,20
0.06,0.97,20
0.06,0.98,20
0.06,0.99,20
0.07,0,80
0.07,0.01,72.7892
0.07,0.02,65.9095
0.07,0.03,59.6022
0.07,0.04,53.9908
0.07,0.05,49.1002
0.07,0.06,44.8924
0.07,0.07,41.2978
0.07,0.08,38.2365
0.07,0.09,35.6308
0.07,0.1,33.4102
0.07,0.11,31.5139
0.07,0.12,29.8909
0.07,0.13,28.4983
0.07,0.14,27.3008
0.07,0.15,26.2692
0.07,0.16,25.3792
0.07,0.17,24.6105
0.07,0.18,23.9463
0.07,0.19,23.3723
0.07,0.2,22.8765
0.07,0.21,22.4484
0.07,0.22,22.0792
0.07,0.23,21.7614
0.07,0.24,21.4881
0.07,0.25,21.2538
0.07,0.26,21.0532
0.07,0.27,20.882
0.07,0.28,20.7362
0.07,0.29,20.6125
0.07,0.3,20.5079
0.07,0.31,20.4196
0.07,0.32,20.3455
0.07,0.33,20.2834
0.07,0.34,20.2316
0.07,0.35,20.1885
0.07,0.36,20.1529
0.07,0.37,20.1235
0.07,0.38,20.0993
0.07,0.39,20.0796
0.07,0.4,20.0635
0.07,0.41,20.0505
0.07,0.42,20.0399
0.07,0.43,20.0315
0.07,0.44,20.0247
0.07,0.45,20.0193
0.07,0.46,20.015
0.07,0.47,20.0116
0.07,0.48,20.009
0.07,0.49,20.0069
0.07,0.5,20.0053
0.07,0.51,20.004
0.07,0.52,20.003
0.07,0.53,20.0023
0.07,0.54,20.0017
0.07,0.55,20.0013
0.07,0.56,20.001
0.07,0.57,20.0007
0.07,0.58,20.0005
0.07,0.59,20.0004
0.07,0.6,20.0003
0.07,0.61,20.0002
0.07,0.62,20.0001
0.07,0.63,20.0001
0.07,0.64,20.0001
0.07,0.65,20.0001
0.07,0.66,20
0.07,0.67,20
0.07,0.68,20
0.07,0.69,20
0.07,0.7,20
0.07,0.71,20
0.07,0.72,20
0.07,0.73,20
0.07,0.74,20
0.07,0.75,20
0.07,0.76,20
0.07,0.77,20
0.07,0.78,20
0.07,0.79,20
0.07,0.8,20
0.07,0.81,20
0.07,0.82,20
0.07,0.83,20
0.07,0.84,20
0.07,0.85,20
0.07,0.86,20
0.07,0.87,20
0.07,0.88,20
0.07,0.89,20
0.07,0.9,20
0.07,0.91,20
0.07,0.92,20
0.07,0.93,20
0.07,0.94,20
0.07,0.95,20
0.07,0.96,20
0.07,0.97,20
0.07,0.98,20
0.07,0.99,20
0.08,0,80
0.08,0.01,73.4836
0.08,0.02,67.1985
0.08,0.03,61.3282
0.08,0.04,55.9857
0.08,0.05,51.2173
0.08,0.06,47.019
0.08,0.07,43.3555
0.08,0.08,40.1758
0.08,0.09,37.424
0.08,0.1,35.0452
0.08,0.11,32.9888
0.08,0.12,31.2101
0.08,0.13,29.6704
0.08,0.14,28.3363
0.08,0.15,27.1795
0.08,0.16,26.176
0.08,0.17,25.3053
0.08,0.18,24.5498
0.08,0.19,23.8947
0.08,0.2,23.327
0.08,0.21,22.8356
0.08,0.22,22.4109
0.08,0.23,22.0444
0.08,0.24,21.7289
0.08,0.25,21.4578
0.08,0.26,21.2255
0.08,0.27,21.027
0.08,0.28,20.8578
0.08,0.29,20.714
0.08,0.3,20.5923
0.08,0.31,20.4896
0.08,0.32,20.4033
0.08,0.33,20.3309
0.08,0.34,20.2705
0.08,0.35,20.2203
0.08,0.36,20.1787
0.08,0.37,20.1444
0.08,0.38,20.1162
0.08,0.39,20.0931
0.08,0.4,20.0743
0.08,0.41,20.0591
0.08,0.42,20.0468
0.08,0.43,20.0369
0.08,0.44,20.0289
0.08,0.45,20.0226
0.08,0.46,20.0176
0.08,0.47,20.0136
0.08,0.48,20.0105
0.08,0.49,20.0081
0.08,0.5,20.0062
0.08,0.51,20.0047
0.08,0.52,20.0036
0.08,0.53,20.0027
0.08,0.54,20.002
0.08,0.55,20.0015
0.08,0.56,20.0011
0.08,0.57,20.0008
0.08,0.58,20.0006
0.08,0.59,20.0005
0.08,0.6,20.0003
0.08,0.61,20.0002
0.08,0.62,20.0002
0.08,0.63,20.0001
0.08,0.64,20.0001
0.08,0.65,20.0001
0.08,0.66,20
0.08,0.67,20
0.08,0.68,20
0.08,0.69,20
0.08,0.7,20
0.08,0.71,20
0.08,0.72,20
0.08,0.73,20
0.08,0.74,20
0.08,0.75,20
0.08,0.76,20
0.08,0.77,20
0.08,0.78,20
0.08,0.79,20
0.08,0.8,20
0.08,0.81,20
0.08,0.82,20
0.08,0.83,20
0.08,0.84,20
0.08,0.85,20
0.08,0.86,20
0.08,0.87,20
0.08,0.88,20
0.08,0.89,20
0.08,0.9,20
0.08,0.91,20
0.08,0.92,20
0.08,0.93,20
0.08,0.94,20
0.08,0.95,20
0.08,0.96,20
0.08,0.97,20
0.08,0.98,20
0.08,0.99,20
0.09,0,80
0.09,0.01,74.0197
0.09,0.02,68.2089
0.09,0.03,62.7096
0.09,0.04,57.6202
0.09,0.05,52.9933
0.09,0.06,48.8434
0.09,0.07,45.1576
0.09,0.08,41.9061
0.09,0.09,39.0506
0.09,0.1,36.5497
0.09,0.11,34.3631
0.09,0.12,32.4529
0.09,0.13,30.7851
0.09,0.14,29.3293
0.09,0.15,28.0589
0.09,0.16,26.9507
0.09,0.17,25.9844
0.09,0.18,25.1426
0.09,0.19,24.4099
0.09,0.2,23.773
0.09,0.21,23.2202
0.09,0.22,22.7413
0.09,0.23,22.3272
0.09,0.24,21.97
0.09,0.25,21.6626
0.09,0.26,21.3988
0.09,0.27,21.173
0.09,0.28,20.9804
0.09,0.29,20.8166
0.09,0.3,20.6778
0.09,0.31,20.5606
0.09,0.32,20.4619
0.09,0.33,20.3792
0.09,0.34,20.3101
0.09,0.35,20.2526
0.09,0.36,20.205
0.09,0.37,20.1656
0.09,0.38,20.1333
0.09,0.39,20.1069
0.09,0.4,20.0853
0.09,0.41,20.0678
0.09,0.42,20.0537
0.09,0.43,20.0424
0.09,0.44,20.0333
0.09,0.45,20.026
0.09,0.46,20.0202
0.09,0.47,20.0157
0.09,0.48,20.0121
0.09,0.49,20.0093
0.09,0.5,20.0071
0.09,0.51,20.0054
0.09,0.52,20.0041
0.09,0.53,20.0031
0.09,0.54,20.0023
0.09,0.55,20.0017
0.09,0.56,20.0013
0.09,0.57,20.001
0.09,0.58,20.0007
0.09,0.59,20.0005
0.09,0.6,20.0004
0.09,0.61,20.0003
0.09,0.62,20.0002
0.09,0.63,20.0001
0.09,0.64,20.0001
0.09,0.65,20.0001
0.09,0.66,20.0001
0.09,0.67,20
0.09,0.68,20
0.09,0.69,20
0.09,0.7,20
0.09,0.71,20
0.09,0.72,20
0.09,0.73,20
0.09,0.74,20
0.09,0.75,20
0.09,0.76,20
0.09,0.77,20
0.09,0.78,20
0.09,0.79,20
0.09,0.8,20
0.09,0.81,20
0.09,0.82,20
0.09,0.83,20
0.09,0.84,20
0.09,0.85,20
0.09,0.86,20
0.09,0.87,20
0.09,0.88,20
0.09,0.89,20
0.09,0.9,20
0.09,0.91,20
0.09,0.92,20
0.09,0.93,20
0.09,0.94,20
0.09,0.95,20
0.09,0.96,20
0.09,0.97,20
0.09,0.98,20
0.09,0.99,20
0.1,0,80
0.1,0.01,74.4441
0.1,0.02,69.0172
0.1,0.03,63.8317
0.1,0.04,58.9717
0.1,0.05,54.4896
0.1,0.06,50.4093
0.1,0.07,46.7318
0.1,0.08,43.4423
0.1,0.09,40.516
0.1,0.1,37.9232
0.1,0.11,35.6325
0.1,0.12,33.613
0.1,0.13,31.8352
0.1,0.14,30.2724
0.1,0.15,28.9
0.1,0.16,27.6963
0.1,0.17,26.6418
0.1,0.18,25.7192
0.1,0.19,24.9133
0.1,0.2,24.2106
0.1,0.21,23.5989
0.1,0.22,23.0676
0.1,0.23,22.6073
0.1,0.24,22.2094
0.1,0.25,21.8664
0.1,0.26,21.5716
0.1,0.27,21.3189
0.1,0.28,21.1031
0.1,0.29,20.9194
0.1,0.3,20.7636
0.1,0.31,20.6318
0.1,0.32,20.5209
0.1,0.33,20.4278
0.1,0.34,20.35
0.1,0.35,20.2852
0.1,0.36,20.2315
0.1,0.37,20.1871
0.1,0.38,20.1507
0.1,0.39,20.1208
0.1,0.4,20.0965
0.1,0.41,20.0767
0.1,0.42,20.0608
0.1,0.43,20.0479
0.1,0.44,20.0376
0.1,0.45,20.0294
0.1,0.46,20.0229
0.1,0.47,20.0178
0.1,0.48,20.0137
0.1,0.49,20.0105
0.1,0.5,20.0081
0.1,0.51,20.0061
0.1,0.52,20.0047
0.1,0.53,20.0035
0.1,0.54,20.0026
0.1,0.55,20.002
0.1,0.56,20.0015
0.1,0.57,20.0011
0.1,0.58,20.0008
0.1,0.59,20.0006
0.1,0.6,20.0004
0.1,0.61,20.0003
0.1,0.62,20.0002
0.1,0.63,20.0002
0.1,0.64,20.0001
0.1,0.65,20.0001
0.1,0.66,20.0001
0.1,0.67,20
0.1,0.68,20
0.1,0.69,20
0.1,0.7,20
0.1,0.71,20
0.1,0.72,20
0.1,0.73,20
0.1,0.74,20
0.1,0.75,20
0.1,0.76,20
0.1,0.77,20
0.1,0.78,20
0.1,0.79,20
0.1,0.8,20
0.1,0.81,20
0.1,0.82,20
0.1,0.83,20
0.1,0.84,20
0.1,0.85,20
0.1,0.86,20
0.1,0.87,20
0.1,0.88,20
0.1,0.89,20
0.1,0.9,20
0.1,0.91,20
0.1,0.92,20
0.1,0.93,20
0.1,0.94,20
0.1,0.95,20
0.1,0.96,20
0.1,0.97,20
0.1,0.98,20
0.1,0.99,20
0.11,0,80
0.11,0.01,74.7865
0.11,0.02,69.6745
0.11,0.03,64.7547
0.11,0.04,60.0987
0.11,0.05,55.7563
0.11,0.06,51.7552
0.11,0.07,48.1052
0.11,0.08,44.8014
0.11,0.09,41.8296
0.11,0.1,39.1693
0.11,0.11,36.7967
0.11,0.12,34.6872
0.11,0.13,32.8162
0.11,0.14,31.1603
0.11,0.15,29.6975
0.11,0.16,28.4076
0.11,0.17,27.2724
0.11,0.18,26.2752
0.11,0.19,25.4009
0.11,0.2,24.636
0.11,0.21,23.9683
0.11,0.22,23.387
0.11,0.23,22.8822
0.11,0.24,22.445
0.11,0.25,22.0674
0.11,0.26,21.7424
0.11,0.27,21.4635
0.11,0.28,21.2249
0.11,0.29,21.0216
0.11,0.3,20.849
0.11,0.31,20.7029
0.11,0.32,20.5797
0.11,0.33,20.4763
0.11,0.34,20.3899
0.11,0.35,20.3178
0.11,0.36,20.2581
0.11,0.37,20.2087
0.11,0.38,20.1681
0.11,0.39,20.1348
0.11,0.4,20.1077
0.11,0.41,20.0857
0.11,0.42,20.0679
0.11,0.43,20.0535
0.11,0.44,20.042
0.11,0.45,20.0329
0.11,0.46,20.0256
0.11,0.47,20.0198
0.11,0.48,20.0153
0.11,0.49,20.0118
0.11,0.5,20.009
0.11,0.51,20.0069
0.11,0.52,20.0052
0.11,0.53,20.0039
0.11,0.54,20.003
0.11,0.55,20.0022
0.11,0.56,20.0016
0.11,0.57,20.0012
0.11,0.58,20.0009
0.11,0.59,20.0007
0.11,0.6,20.0005
0.11,0.61,20.0004
0.11,0.62,20.0003
0.11,0.63,20.0002
0.11,0.64,20.0001
0.11,0.65,20.0001
0.11,0.66,20.0001
0.11,0.67,20
0.11,0.68,20
0.11,0.69,20
0.11,0.7,20
0.11,0.71,20
0.11,0.72,20
0.11,0.73,20
0.11,0.74,20
0.11,0.75,20
0.11,0.76,20
0.11,0.77,20
0.11,0.78,20
0.11,0.79,20
0.11,0.8,20
0.11,0.81,20
0.11,0.82,20
0.11,0.83,20
0.11,0.84,20
0.11,0.85,20
0.11,0.86,20
0.11,0.87,20
0.11,0.88,20
0.11,0.89,20
0.11,0.9,20
0.11,0.91,20
0.11,0.92,20
0.11,0.93,20
0.11,0.94,20
0.11,0.95,20
0.11,0.96,20
0.11,0.97,20
0.11,0.98,20
0.11,0.99,20
0.12,0,80
0.12,0.01,75.0671
0.12,0.02,70.2161
0.12,0.03,65.5218
0.12,0.04,61.0457
0.12,0.05,56.8334
0.12,0.06,52.9143
0.12,0.07,49.3028
0.12,0.08,46.0012
0.12,0.09,43.0027
0.12,0.1,40.294
0.12,0.11,37.858
0.12,0.12,35.6754
0.12,0.13,33.7261
